"","x"
"1092",5
"1093",5
"1094",12
"1095",2
"1096",5
"1097",24
"1098",8
"1099",6
"1100",19
"1101",6
"1102",8
"1103",1
"1104",18
"1105",6
"1106",11
"1107",0
"1108",2
"1109",6
"1110",14
"1111",9
"1112",3
"1113",6
"1114",8
"1115",3
"1116",7
"1117",4
"1118",4
"1119",2
"1120",14
"1121",3
"1122",3
"1123",4
"1124",13
"1125",14
"1126",7
"1127",8
"1128",12
"1129",6
"1130",1
"1131",12
"1132",2
"1133",18
"1134",12
"1135",14
"1136",3
"1137",17
"1138",10
"1139",16
"1140",10
"1141",4
"1142",9
"1143",3
"1144",5
"1145",3
"1146",5
"1147",9
"1148",3
"1149",8
"1150",4
"1151",2
"1152",7
"1153",7
"1154",1
"1155",11
"1156",5
"1157",6
"1158",8
"1159",15
"1160",1
"1161",14
"1162",15
"1163",1
"1164",8
"1165",1
"1166",4
"1167",2
"1168",7
"1169",3
"1170",2
"1171",0
"1172",13
"1173",4
"1174",1
"1175",5
"1176",18
"1177",0
"1178",8
"1179",4
"1180",6
"1181",15
"1182",6
"1183",11
"1184",7
"1185",3
"1186",2
"1187",2
"1188",7
"1189",1
"1190",4
"1191",3
"1192",11
"1193",11
"1194",1
"1195",8
"1196",4
"1197",6
"1198",2
"1199",5
"1200",4
"1201",16
"1202",7
"1203",4
"1204",3
"1205",17
"1206",2
"1207",5
"1208",2
"1209",3
"1210",2
"1211",5
"1212",20
"1213",3
"1214",5
"1215",7
"1216",9
"1217",9
"1218",11
"1219",6
"1220",9
"1221",6
"1222",15
"1223",3
"1224",3
"1225",7
"1226",5
"1227",1
"1228",8
"1229",3
"1230",9
"1231",19
"1232",5
"1233",4
"1234",14
"1235",2
"1236",11
"1237",2
"1238",6
"1239",6
"1240",5
"1241",12
"1242",5
"1243",2
"1244",13
"1245",2
"1246",5
"1247",6
"1248",13
"1249",5
"1250",8
"1251",7
"1252",3
"1253",9
"1254",9
"1255",8
"1256",5
"1257",1
"1258",2
"1259",8
"1260",2
"1261",8
"1262",11
"1263",5
"1264",12
"1265",3
"1266",6
"1267",19
"1268",6
"1269",12
"1270",2
"1271",7
"1272",2
"1273",8
"1274",12
"1275",4
"1276",10
"1277",4
"1278",5
"1279",1
"1280",7
"1281",9
"1282",6
"1283",11
"1284",9
"1285",1
"1286",18
"1287",4
"1288",5
"1289",7
"1290",10
"1291",2
"1292",8
"1293",8
"1294",22
"1295",4
"1296",1
"1297",15
"1298",5
"1299",11
"1300",8
"1301",14
"1302",1
"1303",4
"1304",2
"1305",2
"1306",1
"1307",3
"1308",11
"1309",11
"1310",3
"1311",7
"1312",9
"1313",20
"1314",2
"1315",2
"1316",3
"1317",2
"1318",5
"1319",7
"1320",6
"1321",15
"1322",1
"1323",4
"1324",2
"1325",7
"1326",7
"1327",4
"1328",10
"1329",3
"1330",24
"1331",2
"1332",7
"1333",7
"1334",19
"1335",14
"1336",6
"1337",5
"1338",17
"1339",0
"1340",4
"1341",15
"1342",10
"1343",5
"1344",13
"1345",4
"1346",11
"1347",5
"1348",9
"1349",1
"1350",11
"1351",14
"1352",1
"1353",12
"1354",12
"1355",8
"1356",0
"1357",19
"1358",17
"1359",7
"1360",20
"1361",1
"1362",11
"1363",7
"1364",2
"1365",12
"1366",5
"1367",4
"1368",2
"1369",13
"1370",8
"1371",10
"1372",6
"1373",1
"1374",15
"1375",9
"1376",6
"1377",1
"1378",7
"1379",8
"1380",5
"1381",14
"1382",8
"1383",5
"1384",9
"1385",9
"1386",6
"1387",13
"1388",2
"1389",2
"1390",1
"1391",3
"1392",3
"1393",6
"1394",11
"1395",6
"1396",3
"1397",2
"1398",11
"1399",3
"1400",7
"1401",8
"1402",3
"1403",5
"1404",1
"1405",9
"1406",1
"1407",9
"1408",10
"1409",9
"1410",4
"1411",9
"1412",16
"1413",7
"1414",5
"1415",5
"1416",1
"1417",2
"1418",6
"1419",3
"1420",3
"1421",7
"1422",22
"1423",3
"1424",6
"1425",25
"1426",13
"1427",5
"1428",3
"1429",2
"1430",13
"1431",9
"1432",8
"1433",3
"1434",1
"1435",7
"1436",3
"1437",9
"1438",15
"1439",13
"1440",8
"1441",6
"1442",9
"1443",4
"1444",11
"1445",12
"1446",6
"1447",5
"1448",2
"1449",6
"1450",2
"1451",2
"1452",4
"1453",3
"1454",13
"1455",6
"1456",2
"1457",5
"1458",7
"1459",10
"1460",7
"1461",2
"1462",3
"1463",3
"1464",7
"1465",10
"1466",13
"1467",2
"1468",8
"1469",6
"1470",0
"1471",4
"1472",8
"1473",6
"1474",8
"1475",4
"1476",3
"1477",8
"1478",6
"1479",6
"1480",8
"1481",6
"1482",8
"1483",1
"1484",7
"1485",8
"1486",6
"1487",11
"1488",8
"1489",2
"1490",10
"1491",1
"1492",4
"1493",11
"1494",4
"1495",8
"1496",2
"1497",1
"1498",8
"1499",1
"1500",5
"1501",14
"1502",1
"1503",10
"1504",1
"1505",4
"1506",6
"1507",2
"1508",5
"1509",5
"1510",1
"1511",3
"1512",3
"1513",1
"1514",12
"1515",1
"1516",3
"1517",4
"1518",10
"1519",6
"1520",4
"1521",2
"1522",4
"1523",15
"1524",6
"1525",12
"1526",7
"1527",9
"1528",3
"1529",4
"1530",16
"1531",17
"1532",5
"1533",6
"1534",7
"1535",3
"1536",4
"1537",1
"1538",1
"1539",4
"1540",0
"1541",5
"1542",4
"1543",7
"1544",8
"1545",5
"1546",1
"1547",1
"1548",2
"1549",6
"1550",4
"1551",3
"1552",6
"1553",12
"1554",2
"1555",9
"1556",12
"1557",4
"1558",4
"1559",10
"1560",5
"1561",3
"1562",2
"1563",6
"1564",4
"1565",1
"1566",4
"1567",17
"1568",10
"1569",20
"1570",22
"1571",13
"1572",15
"1573",18
"1574",21
"1575",25
"1576",22
"1577",17
"1578",23
"1579",23
"1580",13
"1581",26
"1582",21
"1583",13
"1584",21
"1585",17
"1586",20
"1587",21
"1588",13
"1589",18
"1590",18
"1591",19
"1592",13
"1593",13
"1594",20
"1595",15
"1596",15
"1597",20
"1598",18
"1599",17
"1600",7
"1601",13
"1602",12
"1603",18
"1604",12
"1605",12
"1606",15
"1607",14
"1608",16
"1609",12
"1610",9
"1611",21
"1612",21
"1613",16
"1614",14
"1615",16
"1616",24
"1617",14
"1618",21
"1619",24
"1620",20
"1621",19
"1622",12
"1623",25
"1624",16
"1625",24
"1626",20
"1627",19
"1628",13
"1629",11
"1630",18
"1631",18
"1632",21
"1633",12
"1634",15
"1635",14
"1636",18
"1637",16
"1638",17
"1639",13
"1640",14
"1641",13
"1642",19
"1643",18
"1644",13
"1645",11
"1646",19
"1647",19
"1648",23
"1649",18
"1650",14
"1651",28
"1652",18
"1653",18
"1654",12
"1655",11
"1656",19
"1657",23
"1658",17
"1659",19
"1660",17
"1661",14
"1662",22
"1663",15
"1664",16
"1665",15
"1666",22
"1667",12
"1668",20
"1669",10
"1670",18
"1671",10
"1672",22
"1673",11
"1674",15
"1675",15
"1676",11
"1677",14
"1678",22
"1679",22
"1680",20
"1681",19
"1682",19
"1683",15
"1684",19
"1685",12
"1686",22
"1687",12
"1688",22
"1689",20
"1690",21
"1691",23
"1692",19
"1693",11
"1694",9
"1695",19
"1696",24
"1697",19
"1698",20
"1699",16
"1700",19
"1701",13
"1702",17
"1703",20
"1704",18
"1705",27
"1706",25
"1707",24
"1708",12
"1709",12
"1710",12
"1711",18
"1712",15
"1713",11
"1714",15
"1715",11
"1716",18
"1717",16
"1718",18
"1719",23
"1720",9
"1721",13
"1722",19
"1723",7
"1724",11
"1725",14
"1726",18
"1727",18
"1728",15
"1729",15
"1730",15
"1731",10
"1732",12
"1733",14
"1734",18
"1735",22
"1736",14
"1737",21
"1738",11
"1739",15
"1740",7
"1741",9
"1742",14
"1743",11
"1744",15
"1745",10
"1746",17
"1747",24
"1748",20
"1749",19
"1750",18
"1751",11
"1752",21
"1753",19
"1754",10
"1755",14
"1756",18
"1757",14
"1758",13
"1759",22
"1760",13
"1761",10
"1762",8
"1763",13
"1764",20
"1765",21
"1766",22
"1767",12
"1768",15
"1769",18
"1770",10
"1771",17
"1772",23
"1773",12
"1774",18
"1775",18
"1776",21
"1777",10
"1778",22
"1779",18
"1780",21
"1781",20
"1782",17
"1783",15
"1784",20
"1785",16
"1786",18
"1787",15
"1788",14
"1789",19
"1790",16
"1791",10
"1792",18
"1793",12
"1794",11
"1795",14
"1796",14
"1797",20
"1798",22
"1799",19
"1800",14
"1801",25
"1802",18
"1803",19
"1804",16
"1805",23
"1806",18
"1807",15
"1808",22
"1809",16
"1810",19
"1811",19
"1812",13
"1813",20
"1814",5
"1815",21
"1816",18
"1817",22
"1818",14
"1819",20
"1820",19
"1821",14
"1822",12
"1823",20
"1824",20
"1825",18
"1826",15
"1827",17
"1828",19
"1829",13
"1830",11
"1831",11
"1832",21
"1833",21
"1834",21
"1835",22
"1836",21
"1837",18
"1838",23
"1839",9
"1840",15
"1841",11
"1842",20
"1843",19
"1844",22
"1845",18
"1846",13
"1847",7
"1848",12
"1849",13
"1850",18
"1851",18
"1852",17
"1853",15
"1854",16
"1855",15
"1856",5
"1857",21
"1858",24
"1859",19
"1860",18
"1861",20
"1862",7
"1863",15
"1864",23
"1865",20
"1866",23
"1867",13
"1868",23
"1869",11
"1870",22
"1871",22
"1872",19
"1873",12
"1874",13
"1875",14
"1876",19
"1877",18
"1878",27
"1879",17
"1880",13
"1881",21
"1882",17
"1883",21
"1884",12
"1885",19
"1886",17
"1887",20
"1888",18
"1889",11
"1890",17
"1891",11
"1892",19
"1893",15
"1894",23
"1895",20
"1896",13
"1897",18
"1898",17
"1899",20
"1900",19
"1901",14
"1902",14
"1903",21
"1904",17
"1905",16
"1906",17
"1907",11
"1908",15
"1909",17
"1910",14
"1911",16
"1912",13
"1913",12
"1914",13
"1915",14
"1916",14
"1917",17
"1918",17
"1919",17
"1920",17
"1921",12
"1922",16
"1923",18
"1924",15
"1925",16
"1926",10
"1927",15
"1928",16
"1929",13
"1930",9
"1931",16
"1932",13
"1933",18
"1934",13
"1935",12
"1936",17
"1937",18
"1938",15
"1939",10
"1940",13
"1941",16
"1942",19
"1943",17
"1944",12
"1945",13
"1946",14
"1947",15
"1948",13
"1949",16
"1950",14
"1951",9
"1952",13
"1953",13
"1954",14
"1955",16
"1956",17
"1957",18
"1958",19
"1959",13
"1960",12
"1961",14
"1962",16
"1963",16
"1964",12
"1965",13
"1966",18
"1967",13
"1968",14
"1969",14
"1970",14
"1971",18
"1972",17
"1973",15
"1974",16
"1975",12
"1976",15
"1977",13
"1978",12
"1979",16
"1980",14
"1981",15
"1982",14
"1983",8
"1984",16
"1985",15
"1986",14
"1987",9
"1988",11
"1989",14
"1990",18
"1991",16
"1992",16
"1993",18
"1994",14
"1995",19
"1996",18
"1997",15
"1998",14
"1999",19
"2000",13
"2001",13
"2002",16
"2003",17
"2004",11
"2005",16
"2006",8
"2007",16
"2008",15
"2009",21
"2010",13
"2011",16
"2012",13
"2013",11
"2014",13
"2015",15
"2016",14
"2017",15
"2018",13
"2019",16
"2020",8
"2021",15
"2022",13
"2023",18
"2024",15
"2025",18
"2026",13
"2027",9
"2028",11
"2029",14
"2030",16
"2031",16
"2032",8
"2033",12
"2034",12
"2035",17
"2036",15
"2037",16
"2038",9
"2039",14
"2040",11
"2041",13
"2042",18
"2043",15
"2044",12
"2045",16
"2046",8
"2047",13
"2048",13
"2049",18
"2050",11
"2051",18
"2052",21
"2053",11
"2054",12
"2055",10
"2056",17
"2057",16
"2058",13
"2059",13
"2060",16
"2061",13
"2062",13
"2063",13
"2064",18
"2065",12
"2066",18
"2067",16
"2068",16
"2069",15
"2070",11
"2071",17
"2072",13
"2073",9
"2074",11
"2075",11
"2076",17
"2077",13
"2078",10
"2079",15
"2080",12
"2081",17
"2082",16
"2083",9
"2084",16
"2085",11
"2086",12
"2087",13
"2088",9
"2089",12
"2090",13
"2091",18
"2092",18
"2093",19
"2094",12
"2095",12
"2096",15
"2097",13
"2098",15
"2099",14
"2100",13
"2101",17
"2102",16
"2103",15
"2104",18
"2105",19
"2106",16
"2107",11
"2108",13
"2109",12
"2110",12
"2111",14
"2112",16
"2113",11
"2114",15
"2115",15
"2116",9
"2117",14
"2118",10
"2119",11
"2120",15
"2121",19
"2122",18
"2123",15
"2124",15
"2125",19
"2126",14
"2127",15
"2128",14
"2129",15
"2130",13
"2131",13
"2132",17
"2133",20
"2134",22
"2135",9
"2136",17
"2137",14
"2138",16
"2139",13
"2140",19
"2141",14
"2142",6
"2143",11
"2144",14
"2145",9
"2146",13
"2147",21
"2148",15
"2149",18
"2150",15
"2151",17
"2152",13
"2153",15
"2154",13
"2155",16
"2156",16
"2157",13
"2158",16
"2159",16
"2160",10
"2161",13
"2162",11
"2163",13
"2164",12
"2165",20
"2166",18
"2167",14
"2168",16
"2169",8
"2170",16
"2171",14
"2172",14
"2173",14
"2174",15
"2175",14
"2176",16
"2177",15
"2178",14
"2179",10
"2180",9
"2181",14
"2182",12
"2183",15
"2184",11
"2185",14
"2186",13
"2187",11
"2188",14
"2189",11
"2190",20
"2191",11
"2192",14
"2193",10
"2194",11
"2195",17
"2196",11
"2197",14
"2198",16
"2199",16
"2200",16
"2201",10
"2202",19
"2203",13
"2204",14
"2205",15
"2206",15
"2207",15
"2208",16
"2209",5
"2210",17
"2211",11
"2212",14
"2213",14
"2214",17
"2215",14
"2216",14
"2217",9
"2218",18
"2219",16
"2220",16
"2221",19
"2222",19
"2223",12
"2224",11
"2225",14
"2226",7
"2227",19
"2228",14
"2229",13
"2230",13
"2231",16
"2232",13
"2233",14
"2234",8
"2235",8
"2236",19
"2237",13
"2238",17
"2239",12
"2240",15
"2241",11
"2242",14
"2243",12
"2244",11
"2245",19
"2246",17
"2247",15
"2248",16
"2249",12
"2250",17
"2251",8
"2252",17
"2253",16
"2254",21
"2255",12
"2256",15
"2257",12
"2258",12
"2259",16
"2260",15
"2261",15
"2262",15
"2263",14
"2264",14
"2265",16
"2266",15
"2267",17
"2268",10
"2269",16
"2270",15
"2271",18
"2272",14
"2273",12
"2274",17
"2275",17
"2276",13
"2277",14
"2278",16
"2279",11
"2280",16
"2281",19
"2282",15
"2283",6
"2284",10
"2285",11
"2286",17
"2287",16
"2288",14
"2289",15
"2290",9
"2291",9
"2292",17
"2293",15
"2294",17
"2295",15
"2296",11
"2297",16
"2298",17
"2299",13
"2300",12
"2301",15
"2302",15
"2303",11
"2304",16
"2305",7
"2306",12
"2307",13
"2308",11
"2309",15
"2310",14
"2311",17
"2312",18
"2313",19
"2314",15
"2315",13
"2316",14
"2317",6
"2318",14
"2319",16
"2320",14
"2321",13
"2322",9
"2323",15
"2324",17
"2325",15
"2326",11
"2327",17
"2328",14
"2329",18
"2330",17
"2331",19
"2332",18
"2333",18
"2334",16
"2335",14
"2336",12
"2337",16
"2338",15
"2339",8
"2340",4
"2341",14
"2342",17
"2343",15
"2344",19
"2345",17
"2346",8
"2347",11
"2348",12
"2349",13
"2350",14
"2351",14
"2352",14
"2353",16
"2354",15
"2355",13
"2356",16
"2357",19
"2358",19
"2359",13
"2360",10
"2361",4
"2362",13
"2363",8
"2364",17
"2365",12
"2366",12
"2367",8
"2368",16
"2369",11
"2370",11
"2371",8
"2372",15
"2373",13
"2374",4
"2375",10
"2376",18
"2377",17
"2378",17
"2379",18
"2380",14
"2381",7
"2382",12
"2383",7
"2384",10
"2385",13
"2386",23
"2387",19
"2388",17
"2389",12
"2390",17
"2391",16
"2392",12
"2393",12
"2394",18
"2395",15
"2396",13
"2397",12
"2398",13
"2399",10
"2400",7
"2401",19
"2402",15
"2403",14
"2404",15
"2405",17
"2406",15
"2407",12
"2408",18
"2409",16
"2410",14
"2411",18
"2412",18
"2413",18
"2414",17
"2415",15
"2416",12
"2417",12
"2418",15
"2419",6
"2420",13
"2421",14
"2422",17
"2423",11
"2424",16
"2425",16
"2426",17
"2427",16
"2428",12
"2429",15
"2430",14
"2431",15
"2432",16
"2433",14
"2434",10
"2435",15
"2436",15
"2437",14
"2438",13
"2439",14
"2440",13
"2441",10
"2442",14
"2443",15
"2444",10
"2445",14
"2446",11
"2447",13
"2448",12
"2449",14
"2450",18
"2451",13
"2452",11
"2453",16
"2454",10
"2455",13
"2456",21
"2457",13
"2458",12
"2459",13
"2460",18
"2461",16
"2462",13
"2463",6
"2464",15
"2465",14
"2466",13
"2467",15
"2468",15
"2469",16
"2470",14
"2471",11
"2472",14
"2473",12
"2474",19
"2475",17
"2476",10
"2477",11
"2478",14
"2479",15
"2480",17
"2481",12
"2482",13
"2483",14
"2484",9
"2485",9
"2486",12
"2487",13
"2488",14
"2489",17
"2490",14
"2491",20
"2492",12
"2493",13
"2494",14
"2495",12
"2496",15
"2497",17
"2498",11
